Unit,Total Packets Processed,Total Process Time,Average Process Time
MAC Track+Preproc,2309436,1942.0351929664612,21.022829740318212
MAC Track,2309436,238.62076258659363,20.125191756261707
Preprocesser,2309436,82.92149901390076,18.43972327420924
Class+NtwkMapper,696540,1.4030511379241943,0.0503578810234945
Classifier,696540,0.7740566730499268,0.04598775513635542
Network Mapper,696540,0.12175869941711426,0.022575676374446105
