Unit,Total Packets Processed,Total Process Time,Average Process Time
MAC Track+Preproc,2111084,1833.647024154663,21.714519935666498
MAC Track,2111084,218.23832440376282,20.162979602481236
Preprocesser,2111084,131.01727890968323,19.130085536043335
Class+NtwkMapper,1033660,2.248055934906006,0.05437126170370349
Classifier,1033660,1.1509618759155273,0.04891331894299984
Network Mapper,1033660,0.22566628456115723,0.026534209967263862
