Unit,Total Packets Processed,Total Process Time,Average Process Time
MAC Track+Preproc,8304773,7684.556258916855,23.13295095156982
MAC Track,8304773,922.8105819225311,22.217856861674328
Preprocesser,8304773,303.98594760894775,20.3549984960285
Class+NtwkMapper,901232,1.9249868392944336,0.053398759678263574
Classifier,901232,0.7811057567596436,0.048550353249679504
Network Mapper,901232,0.17478156089782715,0.03173103824916309
