Unit,Total Packets Processed,Total Process Time,Average Process Time
Class+NtwkMapper,609105,6.730077028274536,0.27622811453996177
Classifier,609105,2.386406660079956,0.27159777878413477
Network Mapper,609105,0.11281442642211914,0.17828085339122893
MAC Track+Preproc,2337141,2119.77907204628,22.674916404768474
MAC Track,2337141,252.9219615459442,21.8329465780864
Preprocesser,2337141,78.71208810806274,19.969453174844134
Start and finish time,1514593665.079493,1514595791.5895,2126.510006904602
