Unit,Total Packets Processed,Total Process Time,Average Process Time
Class+NtwkMapper,546396,3.8781888484954834,0.17744405378587524
Classifier,546396,2.3806934356689453,0.17327815605163407
Network Mapper,546396,0.0910491943359375,0.06851694617212324
MAC Track+Preproc,2209032,1970.1344339847565,22.296354624839708
MAC Track,2209032,240.6614956855774,21.4305798206859
Preprocesser,2209032,76.50096988677979,19.572746550289665
Start and finish time,1514606743.210155,1514608717.223563,1974.013407945633
