2017-12-27 10:09,Switch4,1
2017-12-27 10:10,Motion,1
2017-12-27 10:11,Mini,1
2017-12-27 10:13,Switch3,1
2017-12-27 10:14,Switch1,1
2017-12-27 10:16,NetCam,1
2017-12-27 10:19,Insight,1
2017-12-27 10:22,Switch2,1
2017-12-27 10:29,Switch1,1
2017-12-27 10:29,Switch3,1
2017-12-27 10:29,Switch2,1
2017-12-27 10:29,NetCam,1
2017-12-27 10:30,Motion,1
2017-12-27 10:30,Mini,1
2017-12-27 10:30,Insight,1
2017-12-27 10:31,Switch4,1
2017-12-27 12:45,NetCam,1
2017-12-27 13:34,Motion,1
2017-12-27 16:48,NetCam,1
2017-12-27 16:51,NetCam,1
2017-12-27 17:03,NetCam,1
2017-12-27 17:22,Insight,1
2017-12-27 17:23,Switch3,1
2017-12-27 17:24,Mini,1
2017-12-27 17:25,Switch1,1
2017-12-27 17:26,Switch4,1
2017-12-27 17:28,Motion,1
2017-12-27 17:30,Switch2,1
2017-12-27 17:34,Switch3,1
2017-12-27 17:35,Insight,1
2017-12-27 17:36,Motion,1
2017-12-27 17:37,Mini,1
2017-12-27 17:37,Switch1,1
2017-12-27 17:38,Mini,1
2017-12-27 17:38,Switch4,1
2017-12-27 17:38,NetCam,1
2017-12-27 17:38,Switch2,1
