Unit,Total Packets Processed,Total Process Time,Average Process Time
MAC Track+Preproc,6660734,6484.421013832092,24.338237399332012
MAC Track,6660734,748.5716726779938,23.379505585683134
Preprocesser,6660734,255.43430352210999,21.528593324527368
Start and finish time,1514409226.774774,1514415715.807762
