8/22/2017 4:42:57 PM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/22/2017 4:43:59 PM,60:38:e0:ee:7c:e5,Set state: Off
8/22/2017 5:33:14 PM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/22/2017 5:48:48 PM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/23/2017 7:04:42 AM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/23/2017 7:08:21 AM,b4:75:0e:0d:94:65,Set state: On
8/23/2017 7:10:23 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/23/2017 7:11:06 AM,14:91:82:c8:6a:09,Set state: On
8/23/2017 7:13:05 AM,94:10:3e:2b:7a:55,Set state: On
8/23/2017 7:15:45 AM,60:38:e0:ee:7c:e5,Set state: On
8/23/2017 7:16:36 AM,14:91:82:24:dd:35,Set state: On
8/23/2017 7:19:06 AM,b4:75:0e:0d:33:d5,Set state: On
8/23/2017 7:21:26 AM,14:91:82:c8:6a:09,Set state: Off
8/23/2017 7:21:31 AM,b4:75:0e:0d:94:65,Set state: Off
8/23/2017 7:22:25 AM,60:38:e0:ee:7c:e5,Set state: Off
8/23/2017 7:22:30 AM,94:10:3e:2b:7a:55,Set state: Off
8/23/2017 7:24:06 AM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/23/2017 7:24:33 AM,b4:75:0e:0d:33:d5,Set state: Off
8/23/2017 7:25:18 AM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/23/2017 7:25:44 AM,14:91:82:24:dd:35,Set state: Off
8/23/2017 1:35:24 PM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/23/2017 1:38:13 PM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/23/2017 1:52:20 PM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/23/2017 4:26:27 PM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/23/2017 4:27:33 PM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/23/2017 4:28:14 PM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/23/2017 5:43:14 PM,ec:1a:59:f1:fb:21,Motion Sensor: Detected
8/23/2017 5:43:39 PM,14:91:82:24:dd:35,Set state: On
8/23/2017 5:45:25 PM,b4:75:0e:0d:94:65,Set state: On
8/23/2017 5:47:14 PM,b4:75:0e:0d:33:d5,Set state: On
8/23/2017 5:48:17 PM,94:10:3e:2b:7a:55,Set state: On
8/23/2017 5:49:28 PM,14:91:82:c8:6a:09,Set state: On
8/23/2017 5:51:29 PM,60:38:e0:ee:7c:e5,Set state: On
8/23/2017 5:55:09 PM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/23/2017 6:01:02 PM,14:91:82:c8:6a:09,Set state: Off
8/23/2017 6:01:07 PM,b4:75:0e:0d:94:65,Set state: Off
8/23/2017 6:01:13 PM,ec:1a:59:e4:fd:41,Motion Sensor: Detected
8/23/2017 6:01:34 PM,b4:75:0e:0d:33:d5,Set state: Off
8/23/2017 6:01:41 PM,94:10:3e:2b:7a:55,Set state: Off
8/23/2017 6:05:49 PM,14:91:82:24:dd:35,Set state: Off
8/23/2017 6:07:21 PM,60:38:e0:ee:7c:e5,Set state: Off
