Unit,Total Packets Processed,Total Process Time,Average Process Time
Class+NtwkMapper,651960,7.285421133041382,0.2793661088502892
Classifier,651960,4.190627098083496,0.275477581400397
Network Mapper,651960,0.10140657424926758,0.11867269598433515
MAC Track+Preproc,7831780,6524.986159086227,20.82855416995315
MAC Track,7831780,844.4572937488556,20.561904071538663
Preprocesser,7831780,83.5337963104248,18.13294316661529
Start and finish time,1514579857.926693,1514586390.199439,6532.272746086121
