Unit,Total Packets Processed,Total Process Time,Average Process Time
Class+NtwkMapper,642457,4.438079118728638,0.17269946154873547
Classifier,642457,2.725661039352417,0.16843421096068692
Network Mapper,642457,0.10960960388183594,0.06663551332525837
MAC Track+Preproc,5842584,5648.430836200714,24.16923246717854
MAC Track,5842584,646.0364742279053,22.784280179448164
Preprocesser,5842584,323.6680030822754,21.40488849613805
Start and finish time,1514596828.147534,1514602481.017533,5652.869999170303
