a0:18:28:33:34:f8,2017-12-23 09:51:18,1922-01-08 23:44:06
b4:75:0e:0d:33:d5,2017-12-23 09:51:20,2017-12-23 18:46:08
ec:4f:82:73:d1:1c,2017-12-23 09:51:21,2017-12-23 18:46:08
b4:75:0e:0d:94:65,2017-12-23 09:51:45,2017-12-23 18:46:08
14:91:82:c8:6a:09,2017-12-23 09:51:45,2017-12-23 18:46:08
b8:27:eb:09:1a:81,2017-12-23 09:51:16,2017-12-23 18:46:08
ec:1a:59:e4:fd:41,2017-12-23 09:51:16,2017-12-23 18:46:08
14:91:82:24:dd:35,2017-12-23 09:51:45,2017-12-23 18:46:08
ec:1a:59:f1:fb:21,2017-12-23 09:51:26,2017-12-23 18:46:08
94:10:3e:2b:7a:55,2017-12-23 09:51:16,2017-12-23 18:46:08
a0:18:28:33:34:f8,2017-12-23 14:16:35,2017-12-23 18:46:08
60:38:e0:ee:7c:e5,2017-12-23 09:51:17,2017-12-23 18:46:08
