2017-08-14 06:58,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 06:58,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 06:59,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 07:00,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 07:01,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 07:02,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c,1
2017-08-14 07:09,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 07:11,ec:1a:59:e4:fd:41,ec:4f:82:73:d1:1c,1
2017-08-14 07:16,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c,1
2017-08-14 07:17,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 07:17,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 07:17,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 07:17,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 07:17,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 07:17,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 08:15,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c,1
2017-08-14 10:53,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c,1
2017-08-14 10:56,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c,1
2017-08-14 11:57,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c,1
2017-08-14 13:10,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c,1
2017-08-14 13:17,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c,1
2017-08-14 13:44,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 13:54,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 15:26,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c,1
2017-08-14 16:33,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 16:34,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 16:35,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 16:36,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 16:37,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 16:43,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 16:45,ec:1a:59:e4:fd:41,ec:4f:82:73:d1:1c,1
2017-08-14 16:48,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c,1
