2017-08-14 06:58:14,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 06:58:49,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 06:59:19,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 07:00:41,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 07:01:39,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 07:09:18,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 07:17:34,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 07:17:36,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 07:17:37,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 07:17:38,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 07:17:38,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 07:17:39,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 13:44:04,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 13:54:39,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 16:33:49,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 16:34:21,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 16:35:17,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 16:36:29,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 16:37:36,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 16:43:30,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 06:58:14,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 06:58:49,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 06:59:19,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 07:00:41,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 07:01:39,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 07:09:18,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 07:17:34,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 07:17:36,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 07:17:37,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 07:17:38,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 07:17:38,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 07:17:39,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 13:44:04,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 13:54:39,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 16:33:49,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 16:34:21,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 16:35:17,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 16:36:29,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 16:37:36,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 16:43:30,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 06:58:14,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 06:58:49,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 06:59:19,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 07:00:41,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 07:01:39,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 07:09:18,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 07:17:34,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
2017-08-14 07:17:36,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 07:17:37,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 07:17:38,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 07:17:38,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 07:17:39,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 13:44:04,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 13:54:39,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 16:33:49,b8:27:eb:09:1a:81,b4:75:0e:0d:33:d5,1
2017-08-14 16:34:21,b8:27:eb:09:1a:81,b4:75:0e:0d:94:65,1
2017-08-14 16:35:17,b8:27:eb:09:1a:81,94:10:3e:2b:7a:55,1
2017-08-14 16:36:29,b8:27:eb:09:1a:81,14:91:82:c8:6a:09,1
2017-08-14 16:37:36,b8:27:eb:09:1a:81,60:38:e0:ee:7c:e5,1
2017-08-14 16:43:30,b8:27:eb:09:1a:81,14:91:82:24:dd:35,1
