2017-08-14 06:56:32,487,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,487,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,102,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,102,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,325,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,1550,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,325,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,1550,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,1550,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,1550,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,121,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,1550,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,1550,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,121,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:32,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,102,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,102,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,325,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,325,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,223,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,223,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:40,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:56:53,134,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c
2017-08-14 06:56:54,134,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c
2017-08-14 06:56:58,78,ec:1a:59:f1:fb:21,ec:4f:82:73:d1:1c
2017-08-14 06:57:01,102,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:57:01,102,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:57:01,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:57:01,90,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:57:01,325,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:57:01,325,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:57:01,223,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:57:01,223,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:57:01,223,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
2017-08-14 06:57:01,223,ec:1a:59:f1:fb:21,b8:27:eb:09:1a:81
